"id","entrytone","nounadjpluraltone","vfirstprestone","vsecondimpertone","vthirdinftone","vthirdpasttone","vthirdprestone","definitiond"
72568,"a1sda.2gayh2di.3ha","","ji1sda.2gayh2di.3ha","hi.2sda.2gayh2da","u2sda.2gayh2doh3di","u1sda.2gayh2ta.3nv3?i","a1sda.2gayh2di23sgo.3?i","1. he's making it crisp  2. he's starching it"
72569,"a1sda.2ga.2yv2hi.3ha","","-----","-----","-----","u1sda.2ga.2yv2hlv23?i","a1sda.2ga.2yv2hi.2ho3?i","it's becoming crisp"
72570,"a1sda.2nv2hnv4?i","da1sda.2nv2hnv4?i","","","","","","line"
72571,"a1sda.2nv2hnv.3sga","","ji1sda.2nv2hnv.3sga","hi.2sda.2nv2hnv1ga","u2sda.2nvnh2di","u1sda.2nv2hna.3nv3?i","a1sda.2nv2hnv.3sgo.3?i","he's drawing a line"
72572,"a1sda32wa.2de3ga","","ji1sda32wa.2de3ga","hi1sda1wa.2du1ga, hi.2sda1wa.2du1ga","u2sda1wa.2dv1sdi","u1sda32wa.2dv3sv23?i","a1sda32wa.2de3go3?i","he's following him, it"
72573,"a1sde2li.3ha","","ji1sde2li.3ha","hi1sde23la","u2sdehl2di","u1sde2lv2hv23?i","a1sde2li23sgo.3?i","he's helping him"
72574,"a1sde3yo.2ha","","ji1sde3yo.2ha","hi.2sde2ya.2ga","u2sde23yo32di","u1sde23yo32lv23?i","a1sde3yo.2ho3?i","he's braiding it"
72575,"a1sdi23gi.3?a","","ji1sdi23gi.3?a","hi.2sdi23ga","u2sdi23gi32sdi","u1sdi3gv23?i","a1sdi23gi32sgo3?i","he's eating a long object"
72576,"a.2sdi23gi1sdi","di2sdi23gi1sdi","","","","","","something to eat (long)"
72577,"a1sdo3?a","","ji1sdo3?a","hi.2sdo23ja","u2sdo1sdi","u1sdo3?v23?i","a1sdo3sgo3?i","he's crushing it"
72578,"a.2sdo1sgi4?i","di2sdo1sgi4?i","","","","","","crusher"
72579,"a1sdo2ye.3ha","","ji1sdo2ye.3ha","hi1sdo23ya, hi.2sdo23ya","u2sdoyh2di","u1sdo2ye23hv3?i","a1sdo2ye23sgo.3?i","he's trimming it, (boy's hair, grass, hedge, but not paper, cloth)"
72580,"a1sdu32hv.2sga","","ji1sdu32hv.2sga","hi1sdu1hv1ga, hi.2sdu1hv1ga","u2sdu1di","u1sdu32hnv23?i","a1sdu32hv.2sgo3?i","1. he's closing it  2. he's jailing him"
72581,"a1sdu.3?i.2?a","","ji1sdu.3?i.2?a","hi.2sdu.2?i","u2sdu.2?i1sdi","u1sdu.3?i1sv23?i","a1sdu.3?i1sgo3?i","he's opening it"
72582,"a.2sdv23ha.2hli","di2sdv23ha.2hli","","","","","","sandwich"
72583,"a1sdv23ha.3hlv.2sga","","ji1sdv23ha.3hlv.2sga","hi.2sdv2ha.2hlv1ga","u2sdv23hahl3di","u1sdv23ha.3hla.2nv23?i","a1sdv23ha.3hlv.2sgo3?i","he's sandwiching it"
72584,"a2se3dv3","","","","","","","maybe, perhaps"
72585,"a.2se4gi","a.2ni2se4gi","","","","","","peculiar"
72586,"a1se.2he3ha","","ji2ya1se.2he3ha","hi2ya1se.2hi.2si","u2se.3heh3di","u1se.2he3lv23?i","a1se.2he3ho3?i","he's showing him"
72587,"a2se3hno, a2se3hnv","","","","","","","but"
72588,"a1se.2sdi.3ha","","ji1ya2se.2sdi.3ha, ga1se.2sdi.3ha","hi2ya1se.2sda, ha.2se.2sda","u2se.3sdoh3di","u1se.2sta.3nv23?i","a1se.2sdi3sgo3?i","he's including him, it (in counting)"
72589,"a3se2si.3ha","","ga3se2si.3ha","ha1se23sa","u1se23svh3di","u3se2sv2hv23?i","a3se2si23sgo.3?i","1. he's withdrawing (a motion)  2. he's withdrawing (his candidacy)  3. he's pulling it out (a drawer)"
72590,"a1se23sv4da","di1se23sv4da","","","","","","withdrawn"
72591,"a1sga32ga","","ji1sga32ga","hi1sga1gi, hi.2sga1gi","u2sga1sdi","u1sga32jv23?i","a1sga32go3?i","he's reprimanding him"
72592,"a1sga32ha","","ji1sga32ha","hi.2sga23ya","u2sga1sdi","u1sga3lv23?i","a1sga3ho3?i","he's afraid"
72593,"a1sgahl2ga","","ji1sgahl2ga","hi1sga.2la, hi.2sga.2la","u2sgal2sdi","u1sgahl2jv23?i","a1sgahl2go3?i","he's biting him, it"
72594,"a.2sga.2hni","","","","","","","evil, sin"
72595,"a.2sga.2na4?i","a.2ni2sga.2na4?i","","","","","","sinner"
72596,"a1sga.2nv32ga","","ji1sga.2nv32ga","hi.2sga.2nv1gi","u2sga.2nvy1sdi","u1sga.2nv32jv23?i","a1sga.2nv32go3?i","he's committing a crime, sin"
72597,"a.2sga.2ya","a.2ni2sga.2ya","","","","","","man"
72598,"a.2sga.2ye2gv4sda","a.2ni2sga.2ye2gv4sda","","","","","","handsome"
72599,"a.2sga.2ye2gv23sda","a.2ni2sga.2ye2gv23sda","","","","","","officer"
72600,"a.2sgi23na","a.2ni2sgi23na","","","","","","demon, devil"
72601,"a1sgi2tsga","","ji2ya1sgi2tsga, ga1sgi2tsga","hi2ya1sgi23tsa, ha.2sgi23tsa","u2sgi2tsdi","u1sgi2tsv23?i","a1sgi2tsgo3?i","he's dreaming about him, it"
72603,"a1sgo2gi.3?a","","ji1sgo2gi.3?a","hi.2sgo23ga","u2sgo23gi32sdi","u1sgo3gv23?i","a1sgo2gi32sgo3?i","he's gnawing it"
72604,"a1sgo23hni.3ha","","ji1sgo23hni.3ha","hi1sgonh23ga, hi2sgonh23ga","u2sgon23sdi","u1sgo23hni.3lv23?i","a1sgo23hni.3ho3?i","he's mourning for him, it"
72605,"a1sgo2li23ye.3?a","","ji2ya1sgo2li23ye.3?a, ga1sgo2li23ye.3?a","hi2ya1sgo2li23ya, ha2sgo2li23ya","u2sgo2li23ye32di","u1sgo2li23ye.3?v23?i","a1sgo2li23ye32sgo3?i","he's rubbing him, it"
72606,"a1sgo23lv3di2?a","","ji1sgo23lv3di.2?a","hi.2sgo2lv23da","u2sgo23lv3di1sdi","u1sgo23lv3dv23?i","a1sgo23lv3di1sgo3?i","he's erasing it"
72607,"a1sgo23lv4di1sdi","di2sgo23lv4di1sdi","","","","","","eraser"
72608,"a1sgo23lv32ga","","-----","-----","u2sgo23lvy32sdi","u1sgo23lv32jv23?i","a1sgo23lv32go3?i","it's fading"
72609,"a1sgo23sga","","ga1sgo23sga","ha2sgo23la","u2sgo23sdi","u1sgo23sv3?i","a1sgo23sgo.3?i","he's digging it"
72610,"a2sgv2da2ge4ni","di2sgv2da2ge4ni","","","","","","his shin"
72611,"a1sgwa.2di.3?a","","ji1sgwa.2di.3?a","hi2sgwa.2da","u2sgwa.2di1sdi","u1sgwa.3dv23?i","a1sgwa.2di32sgo3?i","he's finishing it"
72612,"a.2sgwa2ge4ni","di2sgwa.2ge4ni","","","","","","his side"
72613,"a1sgwa32hle.2?a","","ji1sgwa32hle.2?a","hi1sgwa1hla.2gi","u2sgwa1hle1sdi","u1sgwa32hle1sv23?i","a1sgwa32hle1sgo3?i","he's catching a falling person, object"
72614,"a.2sgwa.2la4?i","di.2sgwa.2la4?i","","","","","","short"
72615,"a1sgwa.2lo32ga","","ji1sgwa.2lo32ga","hi.2sgwa.2lo1gi","u2sgwa.2loy1sdi","u1sgwa.2lo32jv23?i","a1sgwa.2lo32go3?i","1. it's getting shorter 2. he's getting short on"
72616,"a1sgwal32sga","","ji1sgwal32sga","hi.2sgwa.2la","u2sgwal1sdi","u1sgwal32sv23?i","a1sgwal32sgo3?i","he's breaking a long object"
72617,"a1sgwa.2lv3ni.2ha","","ji1sgwa.2lv3ni.2ha","hi1sgwa.2lv2ni1ga","u2sgwa.2lv2ni32sdi","u1sgwa.2lv23ni32lv23?i","a1sgwa.2lv3ni.2ho3?i","he's hitting him on the head with a long object"
72618,"A.2sgwa4ni","A.2ni2sgwa4ni","","","","","","Mexican"
72619,"a1sgwa.2ni.2go23sga","","ji1sgwa.2ni.2go23sga","hi.2sgwa.2ni.2go23hi","u2sgwa.2ni.2go23hi.3sdi","u1sgwa.2ni.2go23sv32?i","a1sgwa.2ni.2go23sgo.3?i","he's amazed"
72620,"a1sgwa.2nu32tsga","","ji1sgwa.2nu32tsga","hi.2sgwa.2nu1tsa","u2sgwa.2nu1tsdi","u1sgwa.2nu32tsv23?i","a1sgwa.2nu32tsgo3?i","he's sucking it"
72621,"a1sgwo2ha.2lv3ni.2ha","","ji1sgwo2ha.2lv3ni.2ha","hi1sgwo2ha.2lv2ni1ga","u2sgwo2ha.2lv23ni32sdi","u1sgwo2ha.2lv23ni32lv23?i","a1sgwo2ha.2lv3ni.2ho3?i","he's hitting him on the abdomen with a long object"
72622,"a1sih2ta.2di.3?a","","ji2ya1sih2ta.2di.3?a, ga1sih2ta.2di3?a","hi2ya1sih2ta.2da, ha2sih2ta.2da","u2sih2ta.2di1sdi","u1sih2ta.2dv23?i","a1sih2ta.2di32sgo3?i","he's placing his hand on him, it"
72623,"a1sih2tv3ni.2ha","","ji2ya1sih2tv3ni.2ha, ga1sih2tv3ni.2ha","hi2ya1sih2tv2ni1ga, ha.2sih2tv2ni1ga","u2sih2tv23ni32sdi","u1sih2tv23ni32lv23?i","a1sih2tv3ni.2ho3?i","he's slapping him, it"
72624,"a3si2ne3ga","","ga3si2ne3ga","ha1si2nu1ga","u1si23nv32sdi","u3si2nv3sv23?i","a3si2ne3go3?i","he's backing up"
72625,"a1si2ni","","","","","","","backwards"
72626,"a.2si.2yv4wi","a.2ni2si.2yv2wi2ha","","","","","","individual, one person"
72627,"a.2sko4li","-----","","","","","","his head"
72628,"a1sla.2di.3?a","","ji1sla.2di.3?a","hi1sla.2da, hi.2sla.2da","u.sla.2di1sdi","u1sla.3dv23?i","a1sla.2di32sgo3?i","he's roping him, it"
72629,"a1so23hyo.3ha","","ga1so23hyo.3ha","ha.2soyh23ga","u2soy23sdi","u1so23hya.4lv23?i","a1so23hyo.3ho3?i","he's building a fence"
72630,"a1so23hyv4?i","da1so23hyv4?i","","","","","","fence"
72631,"a1so2lv2da.2gi3?a","","ga1so2lv2da.2gi3?a","ha.2so2lv2da.2gi","u2so2lv2da.2gi1sdi","u1so2lv2da.2gi3sv23?i","a1so2lv2da.2gi3sgo3?i","he's waving his hand"
72632,"a1son32sdi.3ha","","ji2ya1son32sdi.3ha, ga1son32sdi.3ha","hi2ya1son1sda, ha2son1sda","u2son1sdoh2di","u1son32sta.2nv23?i","a1son32sdi23sgo.3?i","he's pressing down on him, it"
72633,"a1so2nv2sga","","ji1so2nv2sga","hi1so2nv23na","u2so2nv2sdi","u1so2nv2hnv23?i","a1so2nv2sgo3?i","he's wounding him, it"
72634,"a.2sti","","","","","","","1. string 2. thread"
72635,"a1su3?a","","ga1su3?a","ha.2su23ja","u2su1sdi","u1su3sv23?i","a1su3sgo3?i","he's sopping it"
72636,"a1su23hv.3sga","","ga1su23hv.3sga","ha.2su2hv1ga","u2suh3di","u1su23hnv3?i","a1su23hv.3sgo3?i","he's fishing"
72637,"a1su23hwi.3sga","","ji1su23hwi.3sga","hi.2su23hwa","u2su23hwi.3sdi","u1su23hwi.3sv23?i","a1su23hwi.3sgo3?i","he's painting it"
72638,"a3su2la.3?i2yv3?a","","ga3su2la.3?i2yv3?a","ha1su2la.2?i2yv23na","u1su23la.3?i2yv1sdi","u3su2la.3?i2yv3sv23?i","a3su2la.3?i2yv3sgo3?i","he's changing his pants"
72639,"a3su2le3?a","","ga3su2le3?a","ha1su2la.2gi","u1su23le32sdi","u3su2le3sv23?i","a3su2le3sgo3?i","he's taking his pants off"
72640,"a3su2li.3?a","","ga3su2li.3?a","ha1su2lv1ga","u1su23lo32di","u3su2la32nv23?i","a3su2li.3sgo3?i","he's putting his pants on"
72641,"a1su2li.2go3ga","","ji1su2li.2go3ga","hi.2su2li.2go.2?i","u2su2li.2go.2sdi","u1su2li.2go3jv23?i","a1su2li.2go3go3?i","he's quitting"
72642,"a1su2lo","di1su2lo","","","","","","pants"
72643,"a.2su3sdi","","","","","","","gravy"
72644,"a1su2ye3?a","","ji2ya1su2ye3?a, ga1su2ye3?a","hi2ya1su2ya.2gi, ha2su2ya2gi","u2su2ye1sdi","u1su2ye3sv23?i","a1su2ye3sgo3?i","he's choosing him, it"
72645,"a1su3ye.2ha","","ga1su3ye.2ha","ha.2su2yv23la","u2su2yeh3di","u1su3ye2hv23?i","a1su3ye2sgo3?i","he's stirring it"
72646,"a1su2yv.3sga","","ga1su2yv.3sga","ha.2su2yv.2?v1ga","u2su2yv1di","u1su2yv.3nv23?i","a1su2yv3sgo3?i","he's mixing it in"
72647,"a1sv32ga","","ji1sv32ga","-----","-----","-----","a1sv32go3?i","it smells"
72648,"a.2sv2gwa.2lo1sgi4?i","di2sv2gwa.2lo1sgi4?i","","","","","","sawmill"
72649,"a1svh2dlv4?i","da1svh2dlv4?i","","","","","","bridge"
72650,"a1sv2hni.3?ha","","ji2ya1sv2hni.3ha, ga1sv2hni.3ha","hi2ya1svnh2ga, ha.2svnh2ga","u2svn2sdi","u1sv2hni.3lv3?i","a1sv2hni.3ho.3?i","he's touching him, it"
72651,"a1sv.2hv.3sga","","ji1sv.2hv.3sga","hi.2sv.2hna","u2sv.3hv.3sdi","u1sv.2hnv3?i","a1sv.2hv.3sgo3?i","1. he, it's using it up 2. he's drinking, eating it up"
72652,"A.2sv2no23yi","A.2ni2sv2no23yi","","","","","","Nighthawk"
72653,"a4ta","a.2na4ta","","","","","","young woman"
72654,"a.2ta.2hla.2wo2hi.2sdi","","","","","","","rage"
72655,"a1ta.2hwo3sdi.2ha","","ga.?2da.2hwo3sdi.2ha","ha.2ta.2hwo1sda","u2ta.2hwo1sdoh3di","u1ta.2hwo3sta.2nv23?i","a1ta.2hwo3sdi2sgo3?i","he's holding his breath"
72656,"a1ta.2la.2di.3?a","","ji1ta.2la.2di3?a","hi.2ta.2la.2da","u2ta.2la.2di1sdi","u1ta.2la.2dv23?i","a1ta.2la.2di32sgo3?i","he's mooring a boat"
72657,"a1ta.2le2sga","","ji1ta.2le2sga","hi.2ta.2la.2ga","u2ta.2le2sdi","u1ta.2le2sv23?i","a1ta.2le2sgo3?i","he's drilling a hole"
72658,"a1ta.2le2sv4?i","da1ta.2le2sv4?i","","","","","","hole"
72659,"a1ta2no23le32ga","","-----","-----","u2ta.2no23lv32sdi","u1ta.2no23lv32sv23?i","a1ta.2no23le32go3?i","it's steaming"
72660,"a2ta.2nu4ja","a.2na2ta.2nu4ja","","","","","","adolescent girl"
72661,"a1ta.2sgi3?a","","-----","ha.2ta.2sgi","u2ta.2sgi1sdi","u1ta.2sgi3sv23?i","a1ta.2sgi3sgo3?i","it's exploding"
72662,"a1ta.2sgi3sdi2ha","","ji1ta.2sgi3sdi.2ha","ha.2ta.2sgi1sda","u2ta.2sgi1sdoh3di","u1ta.2sgi3sta.2nv23?i","a1ta.2sgi3sdi2sgo3?i","he's exploding it"
72663,"a.2ta.2sgi4sgi","di2ta.2sgi4sgi","","","","","","explosive"
72664,"a1ta.2we23do.3?v.2sga","","ji1da.2we23do.3?v.2sga","hi2da.2we2do.2?v1ga","u2ta.2we23do32di","u1ta.2we23do32nv23?i","a1ta.2we23do.3?v.2sgo3?i","he's kissing her"
72665,"a1ta.2wo3?a","","ji1ta.2wo3?a","hi1ta.2wo23ja","u2ta.2wo1sdi","u1ta.2wo3?v23?i","a1ta.2wo3sgo3?i","he's combing someone's hair"
72666,"a1ta.2yo2hi.3ha","","ji1ta.2yo2hi.3ha","hi.2ta.2yo23ha","u2ta.2yo2sdi","u1ta.2yo2hlv23?i","a1ta.2yo2hi2ho3?i","he's asking for it"
72667,"a1te.2la.2di.3?a","","ga.2de.?2la.2di.3?a","ha.2te.2la.2da","u2te.2la.2di1sdi","u1te.2la.3dv23?i","a1te.2la.2di32sgo3?i","he's joining"
72668,"a.te2li23do","di2te2li23do","","","","","","dish, plate"
72669,"a1te3lv2hv.3sga","","ji1te3lv2hv.3sga","hi1te1lv23na, hi.2te1lv23na","u2tehl1di","u1te3lv2hnv23?i","a1te3lv2hv.2sgo3?i","he's shaking him, it"
72670,"a.3tihl2di","di23tihl2di","","","","","","shirt, blouse"
72671,"a1ti.3hni","","ji2ya1ti.3hni","hi2ya1ti.2hnu1ga","u2ti.2hnv1sdi","u1ti.2hnv3sv23?i","a1ti.2hne3go3?i","he's leading him"
72672,"a1ti.2yo23hi.3ha","","ga.?2di.2yo23hi.3ha","ha.2ti.2yo23ga","u2ti.2yo23sdi","u1ti.2yo23hlv3?i","a1ti.2yo23hi.3ho3?i","he's arguing"
72673,"a.2ti.2yo23sdi","di2ti.2yo23sdi","","","","","","argument"
72674,"a1tli","","ga.2di1tli","-----","-----","-----","a1tli3so3?i","he's running"
72675,"a1toh2gi23ya.3?a","","ga1toh2gi23ya.3?a","ha.2toh2gi23ya","u2toh2gi23ya32sdi","u1toh2gi3yv23?i","a1toh2gi23ya32sgo3?i","1. he's racing 2. he's running for office"
72676,"a.1toh2gi3ya1sgi","di2na.2toh2gi3ya1sgi","","","","","","1. candidate 2. racer"
72677,"a.2to23li.2da","di2to23li.2da","","","","","","borrowed"
72678,"a1tol2sdi.3ha","","ji2ya1tol2sdi.3ha","hi2ya1tol2sda","u2tol2sdoh3di","u1tol2sta.3nv3?i","a1tol2sdi23sgo3?i","he's loaning it to him"
72679,"a1tol2sga","","ji2ya1tol2sga, ga1tol2sga","hi2ya1to23la, ha.2to23la","u2to2hli.3sdi","u1tol2sv23?i","a1tol2sgo3?i","he's borrowing him, it"
72680,"a1to23yaw32sga","","-----","-----","u2to23yaw32sdi","u1to23yaw32sv23?i","a1to23yaw32sgo3?i","it's flashing (reflected light)"
72681,"a1tsde3?a","","ga.2ji1sde3?a","ha.2tsda.2gi","u2tsde1sdi","u1tsde3sv23?i","a1tsde3sgo3?i","he's taking a bite"
72685,"a.2tsgo3?v.2sga","","ga.2ji1sgo3?v.2sga","ha.2tsgo.3?v1ga","u2tsgo1di","u1tsgo3nv23?i","a1tsgo3?v.2sgo3?i","he's lying"
72686,"a.1tu23gi.3a","","ga.?2du23gi.3?a","ha.2tu23gi","u2tu23gi32sdi","u1tu23gi32sv23?i","a1tu23gi32sgo3?i","he's taking a drink (alcoholic beverage)"
72687,"a.2tu23gi4sdi","","","","","","","alcoholic beverage"
72688,"a1tu.3?i.2sdi.3ha","","ji1tu.3?i.2sdi.23ha","hi.2tu.2?i.2sda","u2tu.2?i.2sdoh3di","u1tu.3?i.2sta.3nv3?i","a1tu.3?i.2sdi23sgo.3?i","he's promising"
72689,"a1tv2da32sdi.2ha","","ji2ya1tv2da32sdi.2ha, ga1tv2da32sdi.2ha","hi2ya1tv2da1sda, ha.2tv2da1sda","u2tv2da1sdoh3di","u1tv2da32sta.2nv23?i","a1tv2da32sdi2sgo3?i","he's listening to it, him"
72690,"a1tv23dv3hv.2sga","","ji2ya1tv23dv3hv2sga, ga1tv23dv3hv.2sga","hi2ya1tv2dv2hv1ga, ha.2tv2dv2hv1?ga","u2tv23tdi","u1tv23dv3hnv23?i","a1tv23dv3hv.2sgo3?i","1. he's asking him a question., 2. he's asking a question"
72691,"a1tv2gi3?a","","ji2ya1tv2gi3?a, ga1tv2gi3?a","hi2ya1tv2gv1ga, ha.2tv2gv1ga","u2tv23go32di","u1tv2ga32nv23?i","a1tv2gi3sgo3?i","he hears him, it"
72692,"a1tv.2hi.2sdi.3ha","","ji2ya.?2dv.2hi.2sdi.3ha, ga.?2dv.2hi.2sdi.3ha","hi2ya.?2dv.2hi.2sda, ha.2tv.2hi.2sda","u2tv.2hi.2sdoh3di","u1tv.2hi.2sta.2nv3?i","a1tv.2hi.2sdi23sgo.3?i","1. he's raising him, it., 2. he's growing it., (plant)"
72693,"a1tv.2sga","","ga.?2dv.2sga","ha.2tv.2hi","u2tv.2hi.2sdi","u1tv.2sv23?i","a1tv.2sgo3?i","he, it's growing"
72694,"a.2wi4na","a.2ni2wi4na","","","","","","young man"
72695,"a.2wi2nu4ja","a.2ni2wi2nu4ja","","","","","","adolescent boy"
72696,"a.2wo23ha.?3li","","","","","","","eagle"
72697,"a1ya.3a","","ji.2ya.3a","-----","-----","-----","a1ya.3?o3?i","he's inside"
72698,"a2ya.2nu4li","di2ni2ya.2nu4li","","","","","","fast"
72699,"a1ya32to.2hi.3ha","","ji.2ya32to.2hi.3ha","hi.2ya1to.2hi","u2ya1to.2hi.3sdi","u1ya32to.2hlv23?i","a1ya32to.2hi.2ho3?i","he's distributing it"
72700,"a.3ya1to.2hi.2hi","a.2ni23ya1to.2hi.2hi","","","","","","1. one who distributes, 2. deacon"
72701,"a1ya32to.2hlv4?i","da1ya32to.2hlv4?i","","","","","","chapter"
72702,"a1ye3ga","","ji.2ye3ga","hi.2ye1gi","u2ye.2?i.2sdi","u1ye3jv23?i","a1ye3go3?i","he's waking up"
72703,"a.2ye4hli","","","","","","","1. center, middle., 2. half., 3. half dollar"
72704,"a1ye3?i.2sdi.2ha","","ji2ye3?i.2sdi.3ha","hi2ye.2?i.2sda","u2ye.2?i.2sdoh3di","u1ye3?i.2sta.3nv3?i","a1ye3?i.2sdi23sgo.3?i","he's waking him up"
72705,"a.2ye2lv4?i","","","","","","","his body"
72706,"ayh1di.ha","","ji2yv1di.3ha","hi2yv1da","uyh2doh3di","uyh1ta.2nv3?i","ayh1di23sgo.3?i","he's putting him inside, (somewhere large enough to move around)"
72707,"ayh3ga","","gayh3ga","ha1yv23la","u1yv23hli.3sdi","u3yvl2sv23?i","ayh3go3?i","it's crowing, (rooster)"
72708,"a1yi.3ha","","ji.2yi3?a","hi.2ya","uyh2di","u1yv2hv23?i","a1yi23sgo.3?i","1. he's getting a long object., 2. he's picking up a long object"
72709,"a1yo2da23hla.2hv4?i","da1yo2da23hla.2hv4?i","","","","","","floor"
72710,"a1yo3ga","","ji.2yo3ga","hi.2yo1gi","u2yo1sdi","u1yo3jv23?i","a1yo3go3?i","1. it's breaking  2. he's becoming spoiled"
72711,"a1yo2hi.3ha",,"ji2yo.2?i.3ha, ji.2yo.2?i.3ha","hi2yo.2?a, hi.2yo23ha","u2yo2sdi","u1yo2hlv23?i","a1yo2hi.2ho3?i","he's shooting him, it"
72712,"a1yo.3hi.2sdi.3ha","","ji.?3yo.2hi.2sdi.3ha","hi.2yo.2hi.2sda","u2yo.2hi.3sdoh2di","u1yo.3hi.2sta.3nv3?i","a1yo.3hi.2sdi23sgo.3?i","he's taking a break"
72713,"a.2yo4hli","di2ni2yo4hli, di2yo4hli","","","","","","1. child, 2. small object"
72714,"a1yo2hlv.3sga","","ji.2yo1lv.3sga","hi.2yo2hlv1ga","u2yo2hlv.3sdi","u1yo2hla.3nv3?i","a1yo2hlv.3sgo.3?i","1. he's whittiling it., 2. he's carving it., 3. he's hewing it"
72715,"a.2yo2hu2hi.2sdi","","","","","","","death"
72716,"a1yo2hu2sga","","ji.2yo.2?u2sga","hi.2yo2hu23hi","u2yo2hu2hi.2sdi","u1yo2hu2sv23?i","a1yo2hu2sgo3?i","he's dying, (human)"
72717,"a1yo.3?i2sdi.3ha","","ji.2yo.3?i2sdi.3ha","hi.2yo.2?i2sda","u2yo.2?i2sdoh3di","u1yo.3?i2sta.2nv3?i","a1yo.3?i2sdi23sgo.3?i","he's breaking it up"
72718,"a1yo3li.2ha","","ji2yo3li.3ha","hi2yo2li.2ga","u2yo23li32sdi","u1yo23li32lv23?i","a1yo3li.2ho3?i","he's greeting him"
72719,"a1yo3sdi.2ha","","ji2yo3sdi.2ha, ji.2yo3sdi.2ha","hi2yo1sda, hi.2yo1sda","u2yo1sdoh3di","u1yo3sta.2nv23?i","a1yo3sdi2sgo3?i","1. he's breaking it., 2. he's spoiling him"
72720,"a.3yo.2sgi","a.2ni3yo.2sgi","","","","","","soldier"
72721,"a1yo3sta.2no.3hv.3sga","","ji.2yo3sta.2no.3hv.3sga","hi.2yo1sta.2no.2hna","u2yo1sta.2no.3hv.3sdi","u1yo3sta.2no.3hnv3?i","a1yo3sta.2no.3hv.3sgo3?i","he, it's destroying it"
72722,"a.2yo.2?u4hli","di2yo.2?u4hli","","","","","","lame, crippled"
72723,"a.2ya, a.2yv","","","","","","","I, me, we, us., (see Gram. III, A)"
72724,"a1yv2hi.3ha","","ji.2yv.2?i.3ha","hi.2yv23ha","u2yv2sdi","u1yv2hlv23?i","a1yv2hi.2ho3?i","he's entering it"
72725,"a1yv2hwah2ti.3ha","","ji2yv1wah2ti.3ha","hi.2yv2hwah2ta","u2yv2hwah2tvh2di","u1yv2hwah2tv2hv23?i","a1yv2hwah2ti23sgo.3?i","he's finding a long object"
72726,"a1yv2hwi2di.3ha","","ji.2yv1wi2di.3ha","hi.2yv2hwi23da","u2yv2hwi2tdi","u1yv2hwi2dv2hv23?i","a1yv2hwi2di23sgo.3?i","he's taking a long object somewhere"
72727,"a.1yv2sdoh3di4?i","di2yv2sdoh3di4?i","","","","","","entrance"
72728,"a.2yv2wi, yv2wi","a.2ni2yv2wi","","","","","","person, human, people"
72729,"A.2yv2wi2ya4?i","A.2ni2yv2wi2ya4?i","","","","","","Indian"
72730,"a.2yv3wu.3ne2ga, a.2yo3ne2ga","a.2ni2yv3wu.3ne2ga, a.2ni2yo3ne2ga","","","","","","white person"
72731,"cha.2ne23la, chu.2ne23la","","","","","","","eight"
72732,"chi.2no2sga","","","","","","","coal"
72733,"chuh2ga","","","","","","","flea"
72734,"d-","","","","","","","(see de-)"
72735,"da-","","","","","","","future tense, (see Gram. I, A)"
72736,"da-","","","","","","","motion towards speaker (see Gram. I, A)"
72737,"da1da2hnaw32sdi.3ha","","de2ga.3da1naw32sdi.3ha","ta.2da3hnaw1sda","ju2da2hnaw1sdoh3di","du1da2hnaw32sta.2nv23?i","da1da2hnaw32sdi2sgo3?i","He's making an X"
72738,"da1da2hnaw32sdv4?i nv2no23hi","","","","","","","crossroads"
72739,"da1da2hne2se3?a","","de2ga.3da1ne2se3?a","ta.2da3hne2sa.2ga","ju2da2hne2se1sdi","du1da2hne2sa3?v23?i","da1da2hne2se3sgo3?i","he's conjuring"
72740,"da1da.2ni2lv3ga","","de2ji3ya.2da.2ni2lv3ga, de2ga.3da.2ni2lv3ga","ti2ya.3da.2ni2lv1gi, ta.2da.3ni2lv1gi","ju2da.2ni2lvs1di","du1da.2ni2lv3jv23?i","da1da.2ni2lv3go3?i","he's accepting him, it"
72741,"da1da.2nv23di32sdi.2ha","","de2ga.3da.2nv23di32sdi.2ha","ta.2da.3nv2di1sda","ju2da.2nv23di32sdoh2di","du1da.2nv23di32sta.2nv23?i","da1da.2nv23di32di2sgo3?i","he's dodging"
72742,"da1da2wo3?a","","de2ga.3da2wo3?a","ta.2da3wo2ja","ju2da2wo1sdi","du1da2wo3?v23?i","da1da2wo3sgo3?i","he's performing a baptism"
72743,"da1da2yo.3sga","","de2ga.3da2yo.3sga","ta.2da3yo.2hi","ju2da2yo.3hi.3sdi","du1da2yo.3sv23?i","da1da2yo.2sgo3?i","he's giving up"
72744,"da1de2yo23hv.3sga","","de2ga.3de1yo23hv.3sga","ta.2de3hyo2hv1ga","ju2de2hyo3hdi","du1de3yo23hnv.3?i","da1de2hyo2hv.3sgo3?i","he's teaching"
72745,"da1dlo2hyi.3ha","","de2ga.3dlo1yi.3ha","ta.2dloyh3ga","ju2dloy2sdi","du1dlo2hyi.3lv3?i","da1dlo2hyi.3ho.3?i","he's weeping"
72746,"da1ga.2chv3sdi.2ha","","dv1gwa.2chv3sdi2ha","wi.2de23ja.3chv1sda","ja.2ga.2chv1sdoh3di","da1ga.2chv3sta.2nv23?i","da1ga.2chv3sdi2sgo3?i","he's being married"
